"nid","Sequence","Judge.Name","Type","Other.Federal.Judicial.Service","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25"
1394241,1,"Restrepo, Luis Felipe","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Eastern District of Pennsylvania, 2006-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1386866,1,"Revercomb, George Hughes","District of Columbia Courts","Judge, Superior Court of the District of Columbia, 1970-1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13761341,1,"Reyes, Ramon Ernesto, Jr.","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Eastern District of New York, 2006-2023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1386871,1,"Reynolds, John W.","U.S. Commissioner","U.S. Commissioner, U.S. District Court for the Eastern District of Wisconsin, 1953-1958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7545461,1,"Riggs, Kea Whetzal","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the District of New Mexico, 2001-2014 (part-time)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1387016,1,"Robertson, James","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 2002-2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1387026,1,"Robinson, Aubrey Eugene, Jr.","District of Columbia Courts","Judge, Juvenile Court of the District of Columbia, 1965-1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391376,1,"Robinson, Julie A.","U.S. Bankruptcy Judge","U.S. Bankruptcy Judge, District of Kansas, 1994-2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391376,2,"Robinson, Julie A.","U.S. Bankruptcy Appellate Panel","Judge, U.S. Bankruptcy Appellate Panel  for the Tenth Circuit, 1996-2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1387046,1,"Robinson, Sue Lewis","U.S. Magistrate/U.S. Magistrate Judge","U.S. Magistrate/U.S. Magistrate Judge, U.S. District Court for the District of Delaware, 1988-1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392051,1,"Rodgers, Margaret Catharine","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Northern District of Florida, 2002-2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1387091,1,"Rogers, Judith Ann Wilson","District of Columbia Courts","Judge, District of Columbia Court of Appeals, 1983-1994; chief judge, 1988-1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1387111,1,"Roney, Paul Hitch","Foreign Intelligence Surveillance Court of Review","Judge, Foreign Intelligence Surveillance Court of Review, 1994-2001; presiding judge, 1994-2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1394016,1,"Rosenbaum, Robin Stacie","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Southern District of Florida, 2007-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1387161,1,"Ross, Allyne R.","U.S. Magistrate/U.S. Magistrate Judge","U.S. Magistrate/U.S. Magistrate Judge, U.S. District Court for the Eastern District of New York, 1986-1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6840191,1,"Rowland, Mary Margaret","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Northern District of Illinois, 2012-2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11445751,1,"Ruiz, David Augustin","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Northern District of Ohio, 2016-2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1387266,1,"Russell, Thomas B.","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 2015-2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1387266,2,"Russell, Thomas B.","Alien Terrorist Removal Court","Judge, Alien Terrorist Removal Court, 2016-2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1387286,1,"Ryan, James Leo","Military Courts","Reserve Military Judge, U.S. Navy, 1980-1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1393721,1,"Salas, Esther","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the District of New Jersey, 2006-2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1393606,1,"Saldaña, Diana","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Southern District of Texas, 2006-2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1387336,1,"Sames, Albert Morris","U.S. Commissioner","U.S. Commissioner, U.S. District Court for the District of Arizona, 1906-1914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13761816,1,"Saporito, Joseph Francis, Jr.","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Middle District of Pennsylvania, 2015-2024; chief magistrate judge, 2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1387381,1,"Saris, Patti B.","U.S. Magistrate","U.S. Magistrate, U.S. District Court for the District of Massachusetts, 1986-1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392111,1,"Saylor, F. Dennis IV","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 2011-2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1387441,1,"Scheindlin, Shira A.","U.S. Magistrate","U.S. Magistrate, U.S. District Court for the Eastern District of New York, 1982-1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1387451,1,"Schlesinger, Harvey Erwin","U.S. Magistrate/U.S. Magistrate Judge","U.S. Magistrate/U.S. Magistrate Judge, U.S. District Court for the Middle District of Florida, 1975-1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13363936,1,"Schopler, Andrew George","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Southern District of California, 2016-2023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1387486,1,"Schwartz, Charles, Jr.","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 1992-1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1387501,1,"Schwartz, Murray Merle","Referee in Bankruptcy","Referee in Bankruptcy, District of Delaware, 1969-1974 (part-time)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13761586,1,"Schydlower, Leon","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Western District of Texas, 2015-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392781,1,"Scriven, Mary Stenson","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Middle District of Florida, 1997-2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1387546,1,"Scullin, Frederick James, Jr.","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 2004-2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1387561,1,"Sear, Morey Leonard","U.S. Magistrate","U.S. Magistrate, U.S. District Court for the Eastern District of Louisiana, 1971-1976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1387561,2,"Sear, Morey Leonard","Temporary Emergency Court of Appeals","Judge, Temporary Emergency Court of Appeals, 1982-1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392981,1,"Seeborg, Richard G.","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Northern District of California, 2001-2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1387576,1,"Seitz, Collins Jacques","Foreign Intelligence Surveillance Court of Review","Judge, Foreign Intelligence Surveillance Court of Review, 1987-1994; presiding judge, 1987-1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1387581,1,"Selya, Bruce Marshall","Foreign Intelligence Surveillance Court of Review","Judge, Foreign Intelligence Surveillance Court of Review, 2005-2012; presiding judge, 2008-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1387586,1,"Sentelle, David Bryan","Foreign Intelligence Surveillance Court of Review","Judge, Foreign Intelligence Surveillance Court of Review, 2018-2023; presiding judge, 2020-2023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1387591,1,"Senter, Lyonel Thomas, Jr.","U.S. Commissioner","U.S. Commissioner, U.S. District Court for the Northern District of Mississippi, 1966-1968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1390861,1,"Seymour, Margaret B.","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the District of South Carolina, 1996-1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1387666,1,"Shanstrom, Jack D.","U.S. Magistrate","U.S. Magistrate, U.S. District Court for the District of Montana, 1983-1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392076,1,"Sharpe, Gary L.","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Northern District of New York, 1997-2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392471,1,"Shepherd, Bobby E.","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Western District of Arkansas, 1993-2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1394031,1,"Shipp, Michael Andre","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the District of New Jersey, 2007-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1394166,1,"Shwartz, Patty","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the District of New Jersey, 2003-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1387811,1,"Siddons, Frederick Lincoln","U.S. Commissioner","U.S. Commissioner, Supreme Court of the District of Columbia (now U.S. District Court for the District of Columbia), 1913-1915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1387821,1,"Silberman, Laurence Hirsch","Foreign Intelligence Surveillance Court of Review","Judge, Foreign Intelligence Surveillance Court of Review, 1996-2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1390596,1,"Silverman, Barry G.","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the District of Arizona, 1995-1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1387831,1,"Simandle, Jerome B.","U.S. Magistrate/U.S. Magistrate Judge","U.S. Magistrate/U.S. Magistrate Judge, U.S. District Court for the District of New Jersey, 1983-1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391201,1,"Singal, George Z.","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 2019-present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1393841,1,"Skavdahl, Scott Wesley","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the District of Wyoming, 2001-2003 (part-time), 2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1390631,1,"Sloan, Richard Elihu","Territorial Courts","Associate Justice, Supreme Court of Arizona Territory, 1889-1894, 1897-1909",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1387921,1,"Smalkin, Frederic N.","U.S. Magistrate","U.S. Magistrate, U.S. District Court for the District of Maryland, 1976-1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1393501,1,"Smith, James Francis","Territorial Courts","Associate Justice, Supreme Court of the Philippine Islands, 1901-1903",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1387981,1,"Smith, John Lewis, Jr.","District of Columbia Courts","Judge, District of Columbia Court of General Sessions, 1957-1966; chief judge, 1959-1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1387981,2,"Smith, John Lewis, Jr.","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 1982-1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1388001,1,"Smith, Rebecca Beach","U.S. Magistrate","U.S. Magistrate, U.S. District Court for the Eastern District of Virginia, 1985-1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1388026,1,"Smith, Walter Scott, Jr.","U.S. Magistrate","U.S. Magistrate, U.S. District Court for the Western District of Texas, 1983-1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13761526,1,"Sneed, Julie Simone","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Middle District of Florida, 2015-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1388086,1,"Sorg, Herbert Peter","Temporary Emergency Court of Appeals","Judge, Temporary Emergency Court of Appeals, 1977-1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1394556,1,"Sorokin, Leo Theodore","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the District of Massachusetts, 2005-2014; chief magistrate judge, 2012-2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1388126,1,"Spears, Adrian Anthony","Temporary Emergency Court of Appeals","Judge, Temporary Emergency Court of Appeals, 1981-1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1388141,1,"Spencer, James Randolph","Military Courts","Reserve Military Judge, U.S. Army, 1981-1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391871,1,"Springmann, Theresa Lazar","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Northern District of Indiana, 1995-2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1388196,1,"Stafford, William Henry, Jr.","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 1996-2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1393291,1,"Stark, Leonard Philip","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the District of Delaware, 2007-2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391231,1,"Steele, John E.","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Middle District of Florida, 1991-2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391766,1,"Steele, William H.","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Southern District of Alabama, 1990-2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1388321,1,"Stern, Herbert Jay","U.S. Court for Berlin","U.S. Court for Berlin, 1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1394841,1,"Strand, Leonard Terry","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Northern District of Iowa, 2012-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391906,1,"Suko, Lonny R.","U.S. Magistrate/U.S. Magistrate Judge","U.S. Magistrate/U.S. Magistrate Judge, U.S. District Court for the Eastern District of Washington, 1971-1991 (part-time)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391906,2,"Suko, Lonny R.","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Eastern District of Washington, 1995-2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1388436,1,"Sullivan, Emmet G.","District of Columbia Courts","Judge, Superior Court of the District of Columbia, 1984-1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1388436,2,"Sullivan, Emmet G.","District of Columbia Courts","Judge, District of Columbia Court of Appeals, 1992-1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1393456,1,"Sullivan, Jerry Bartholomew","Board of General Appraisers","Member, Board of General Appraisers. Nominated by Woodrow Wilson on April 17, 1913, to a seat vacated by Thaddeus S. Sharretts. Confirmed by the Senate on April 28, 1913, and received commission on April 29, 1913. Served as president, 1914-1925. Service terminated on May 28, 1926, due to reassignment.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5197996,1,"Summerhays, Robert Rees","U.S. Bankruptcy Judge","U.S. Bankruptcy Judge, Western District of Louisiana, 2006-2018; chief bankruptcy judge, 2009-2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391251,1,"Swain, Laura Taylor","U.S. Bankruptcy Judge","U.S. Bankruptcy Judge, Eastern District of New York, 1996-2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391186,1,"Tallman, Richard C.","Foreign Intelligence Surveillance Court of Review","Judge, Foreign Intelligence Surveillance Court of Review, 2014-2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1388551,1,"Tamm, Edward Allen","Temporary Emergency Court of Appeals","Judge, Temporary Emergency Court of Appeals, 1972-1981; chief judge, 1972-1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1388641,1,"Telesca, Michael Anthony","Alien Terrorist Removal Court","Judge, Alien Terrorist Removal Court, 1996-2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1393986,1,"Tharp, John Joseph, Jr.","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 2018-present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1388766,1,"Thompson, Ralph Gordon","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 1990-1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1388781,1,"Thomsen, Roszel Cathcart","Special Railroad Court","Judge, Special Railroad Court, 1974-1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1388791,1,"Thornberry, William Homer","Temporary Emergency Court of Appeals","Judge, Temporary Emergency Court of Appeals, 1982-1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11226651,1,"Thurston, Jennifer Leigh","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Eastern District of California, 2009-2021; chief magistrate judge, 2020-2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1388826,1,"Timlin, Robert J.","U.S. Magistrate","U.S. Magistrate, U.S. District Court for the Central District of California, 1971-1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1388856,1,"Toledo, José Victor","Puerto Rico Courts","Puerto Rico Courts, Judge, Puerto Rico District Court, 1956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1390866,1,"Trauger, Aleta Arthur","U.S. Bankruptcy Judge","U.S. Bankruptcy Judge, Middle District of Tennessee, 1993-1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392816,1,"Trenga, Anthony John","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 2020-present; presiding judge, 2023-present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1388936,1,"Trimble, James Travis, Jr.","U.S. Magistrate/U.S. Magistrate Judge","U.S. Magistrate/U.S. Magistrate Judge, U.S. District Court for the Western District of Louisiana, 1986-1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391791,1,"Tymkovich, Timothy M.","Foreign Intelligence Surveillance Court of Review","Judge, Foreign Intelligence Surveillance Court of Review, 2023-present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
